action,behavior_class,count
Engage in light reading or meditation to induce sleep,relaxation_reflection_emotion,1
Enjoy a comfortable indoor meal,other_unclear,1
Enjoy a cup of coffee in the garden to connect with the serene weather,other_unclear,1
Enjoy a quiet moment of reflection or relaxation,relaxation_reflection_emotion,1
Enjoy a restful sleep,other_unclear,1
"Enjoy the meal alone or possibly invite a close friend or family member, if the mood suits",social_contact_communication,1
Enjoy the meal alone or with a companion if desired,meal_consumption_dining,1
Enjoy the meal and the peaceful day,meal_consumption_dining,1
"Enjoy the meal without rushing, savoring the tranquility",meal_consumption_dining,1
Enjoy the peaceful atmosphere of the home,other_unclear,1
Enjoy the peaceful morning,other_unclear,1
Enjoy the quiet and contentment of the evening,other_unclear,1
Ensure a calm and quiet environment to promote sleep,relaxation_reflection_emotion,1
Ensure a comfortable sleeping environment by adjusting lighting and sounds,sleep_environment_setup,1
Ensure a comfortable temperature for sleep,home_environment_management,1
Ensure a quiet room for sleep,other_unclear,1
Ensure a safe and secure sleep environment,sleep_environment_setup,1
Ensure a suitable temperature for sleep,home_environment_management,1
Ensure all electronic devices are turned off or on silent mode,digital_device_account_ops,1
Ensure all electronic devices are turned off to create a quiet environment,digital_device_account_ops,1
Ensure all necessary ingredients and utensils are available,other_unclear,1
Ensure all necessary items for sleep are in reach,other_unclear,1
Ensure all necessary items for sleep are within reach,other_unclear,1
Ensure all necessary nighttime activities are complete,other_unclear,1
Ensure all necessary preparations for a restful sleep are in place,other_unclear,1
Ensure any necessary items like a glass of water or tissues are within reach before lying down,other_unclear,1
Ensure bedroom environment is conducive to sleep,sleep_environment_setup,1
Ensure comfort and safety for sleeping,other_unclear,1
Ensure comfort for sleeping,other_unclear,1
Ensure comfort in sleeping area,other_unclear,1
Ensure comfort in the sleep environment,sleep_environment_setup,1
Ensure comfortability for sleeping,other_unclear,1
Ensure comfortability in the sleeping environment,sleep_environment_setup,1
Ensure cooking equipment is turned off and cool down before sitting down to eat,meal_preparation_cooking,1
Ensure home environment is suitable for eating,home_environment_management,1
Ensure home is prepared for meal,other_unclear,1
"Ensure hydration, if not already done",other_unclear,1
Ensure meal is enjoyable and satisfying,other_unclear,1
Ensure meal is suitable for retirement age diet,other_unclear,1
Ensure proper waste disposal after meal,other_unclear,1
Ensure room temperature is comfortable for sleep,home_environment_management,1
Ensure satisfaction with meal,other_unclear,1
Ensure that all necessary items are within reach,other_unclear,1
Ensure that the meal is ready to be served,other_unclear,1
Ensure the bedroom environment is conducive for sleep,other_unclear,1
Ensure the bedroom is at a comfortable temperature for sleep,home_environment_management,1
Ensure the bedroom is comfortable and conducive to sleep,sleep_environment_setup,1
Ensure the environment is conducive to sleep,sleep_environment_setup,1
Ensure the environment is conducive to sleeping,other_unclear,1
"Ensure the environment is suitable for eating (e.g., clear away clutter)",other_unclear,1
Ensure the food is safe and suitable for consumption,other_unclear,1
Ensure the fridge is restocked,other_unclear,1
Ensure the home environment is comfortable and conducive to sleep,sleep_environment_setup,1
Ensure the home environment is conducive for sleep,home_environment_management,1
Ensure the living environment is conducive to sleep,sleep_environment_setup,1
Ensure the living space is conducive to sleep,sleep_environment_setup,1
Ensure the meal is consumed safely,other_unclear,1
Ensure the room is at a comfortable temperature,home_environment_management,1
Ensure the room is at a comfortable temperature for sleep,home_environment_management,1
Ensure the room is at a comfortable temperature for sleeping,home_environment_management,1
Ensure the room is at a suitable temperature for sleeping,home_environment_management,1
Ensure the room is comfortable,other_unclear,1
Ensure the room is conducive for sleep,other_unclear,1
Ensure the room is conducive to sleep (cool and quiet),sleep_environment_setup,1
Ensure the room is conducive to sleep by adjusting temperature and lighting,sleep_environment_setup,1
Ensure the room is conducive to sleep; adjust temperature if necessary,sleep_environment_setup,1
Ensure the room is cool and comfortable at 23C,other_unclear,1
Ensure the room is dark,other_unclear,1
Ensure the room is quiet and conducive to sleep,sleep_environment_setup,1
"Ensure the room is suitable for sleep (quiet, comfortable temperature)",home_environment_management,1
Ensure the room temperature is suitable,home_environment_management,1
Ensure the sleeping environment is comfortable and ready,sleep_environment_setup,1
Ensure the sleeping environment is comfortable and suitable,sleep_environment_setup,1
Enter a relaxed state,other_unclear,1
Enter a relaxed state of mind,other_unclear,1
Enter a restful sleep state,sleep_transition_and_sleep,1
Enter a state of calm and readiness for sleep,relaxation_reflection_emotion,1
Enter a state of rest,other_unclear,1
Enter a state of sleep,other_unclear,1
Enter bedroom,other_unclear,1
Enter bedroom and lie down,sleep_transition_and_sleep,1
Enter home,other_unclear,1
Enter home safely,other_unclear,1
Enter into a state of relaxation and drift off to sleep,other_unclear,1
Enter rest mode,other_unclear,1
Enter sleep mode and rest,sleep_transition_and_sleep,1
Enter sleep mode by lying down,sleep_transition_and_sleep,1
Enter sleep mode by lying down in the bed,sleep_transition_and_sleep,1
Enter sleep mode mentally,sleep_transition_and_sleep,1
"Enter sleep mode, allowing for rest and rejuvenation",sleep_transition_and_sleep,1
Enter the bed,other_unclear,1
Enter the bedroom and lie down in bed,sleep_transition_and_sleep,1
Enter the bedroom to begin the sleep process,sleep_transition_and_sleep,1
Enter the destination address in the app,digital_device_account_ops,1
Enter the house and prepare for sleep,sleep_environment_setup,1
Enter the sleep phase,other_unclear,1
Enter the sleeping environment,sleep_environment_setup,1
Enter the sleeping environment at the current time,sleep_environment_setup,1
Enter the sleeping position,other_unclear,1
Evaluate available food options at current location,shopping_planning_budget_inventory,1
Evaluate available food options nearby,shopping_planning_budget_inventory,1
Evaluate existing food supplies,shopping_planning_budget_inventory,1
Evaluate hunger level and plan menu,planning_general_admin,1
Evaluate the current weather conditions to ensure safety and comfort,other_unclear,1
Evaluate the meal's taste and quality,other_unclear,1
Evaluate the taste and satisfaction of the meal,other_unclear,1
Execute shopping list and purchase necessary items,shopping_execution_procurement,1
Exit home and go to the nearest shopping center,mobility_commute_transition,1
Fall asleep in a tranquil environment,sleep_transition_and_sleep,1
Find a comfortable seating arrangement,other_unclear,1
Find a comfortable spot to eat,other_unclear,1
Find a suitable outdoor dining location,meal_consumption_dining,1
Find a suitable outdoor seating area,other_unclear,1
Find an outdoor dining location suitable for an older adult,meal_consumption_dining,1
Focus on breathing and ease into sleep,other_unclear,1
Focus on breathing deeply and slowly to promote sleep,other_unclear,1
Focus on deep breathing to promote relaxation and prepare for sleep,sleep_environment_setup,1
Focus on maintaining a peaceful sleep environment,sleep_environment_setup,1
Focus on relaxation techniques,other_unclear,1
Focus on relaxation techniques to aid in falling asleep,sleep_transition_and_sleep,1
Focus on relaxation techniques to initiate sleep,other_unclear,1
Focus on relaxing your body and mind to fall asleep,sleep_transition_and_sleep,1
Focus on sleep-inducing thoughts or visualization,other_unclear,1
Gather any leftover food to store properly for future use,shopping_execution_procurement,1
Gather any leftovers for future meals if needed,other_unclear,1
Gather necessary ingredients for a simple meal to maintain ease of cooking,meal_preparation_cooking,1
Gently brush teeth to prepare for sleep,sleep_environment_setup,1
Gently close and lower bedroom lights to signal the body it's time to sleep,home_environment_management,1
Get comfortable in the bed,other_unclear,1
Get dressed in comfortable clothing suitable for the weather,morning_routine_hygiene,1
Get into a comfortable sleeping position,other_unclear,1
Get into bed and prepare for sleep,sleep_environment_setup,1
Get into bed and settle down for sleep,sleep_transition_and_sleep,1
Get into bed at a comfortable temperature,sleep_transition_and_sleep,1
Get into comfortable clothing,other_unclear,1
Get into comfortable night attire,other_unclear,1
Get into comfortable sleepwear,other_unclear,1
Get ready for shopping,other_unclear,1
Get ready for shopping by dressing comfortably and safely,other_unclear,1
"Get ready to leave home, considering the weather and temperature",mobility_commute_transition,1
Get ready to leave home; wear comfortable clothing and footwear,mobility_commute_transition,1
Go to bed at a reasonable hour,mobility_commute_transition,1
Go to bed at a reasonable hour for a 63-year-old,mobility_commute_transition,1
Go to bed at a reasonable time for your age and activity level,mobility_commute_transition,1
Go to bed at a time conducive to rest,mobility_commute_transition,1
Go to bed at an appropriate time for a 7-8 hour sleep cycle,mobility_commute_transition,1
Go to sleep in the bedroom,mobility_commute_transition,1
Go to the bedroom,mobility_commute_transition,1
Go to the nearest shopping center,mobility_commute_transition,1
Go to the nearest supermarket,mobility_commute_transition,1
Go to the shopping location,mobility_commute_transition,1
Gradually reduce activities to signal the body to wind down,sleep_transition_and_sleep,1
Greet pets if any are at home,other_unclear,1
Identify a suitable friend to contact,social_contact_communication,1
Identify close friends,social_contact_communication,1
Identify friends to contact,social_contact_communication,1
Identify friends to contact based on current location and common interests,social_contact_communication,1
Identify nearby stores or markets for convenience,other_unclear,1
Identify nearby stores with shopping needs,shopping_planning_budget_inventory,1
Identify shopping needs,shopping_planning_budget_inventory,1
Identify shopping needs based on daily consumption,shopping_planning_budget_inventory,1
Identify suitable food item for the weather and temperature,home_environment_management,1
Identify suitable friends to contact,social_contact_communication,1
Identify the preferred mode of contact,social_contact_communication,1
"If suitable, find a quiet spot to sit and enjoy the sunny weather",other_unclear,1
Initiate contact via phone call,digital_device_account_ops,1
Initiate sleep by lying down in the bed,other_unclear,1
Initiate sleep routine,other_unclear,1
Lay down and begin to wind down,sleep_transition_and_sleep,1
Lay down and close eyes,sleep_transition_and_sleep,1
Lay down and get into a comfortable position,sleep_transition_and_sleep,1
Lay down and relax in the bed,sleep_transition_and_sleep,1
Lay down and rest,sleep_transition_and_sleep,1
Lay down in bed and adjust pillows,sleep_transition_and_sleep,1
Lay down in bed and drift off to sleep,sleep_transition_and_sleep,1
Lay down in bed and initiate the sleep process,sleep_transition_and_sleep,1
Lay down in bed in a relaxed position,sleep_transition_and_sleep,1
Lay down in bed with the intention to sleep,sleep_transition_and_sleep,1
Lay down in the bed and practice relaxation techniques if feeling anxious,sleep_transition_and_sleep,1
Lay down in the bed to initiate the sleep process,sleep_transition_and_sleep,1
Lay in bed and prepare to fall asleep,sleep_transition_and_sleep,1
Lay in bed in a relaxed state and gradually drift off to sleep,other_unclear,1
Lay in bed with intention to sleep,other_unclear,1
Lay in the bed,other_unclear,1
Leave home,mobility_commute_transition,1
Leave home for the selected shopping location,mobility_commute_transition,1
Leave home for the shopping destination,mobility_commute_transition,1
Leave home to go to the nearest shopping center,mobility_commute_transition,1
Leave workplace and initiate journey home,work_task_productive,1
Leave workplace and travel back to home,work_task_productive,1
Lie down and allow yourself to drift off to sleep,sleep_transition_and_sleep,1
Lie down and assume a comfortable sleeping position,sleep_transition_and_sleep,1
Lie down and close eyes,sleep_transition_and_sleep,1
Lie down and close eyes to initiate sleep,sleep_transition_and_sleep,1
Lie down and close the eyes to signal readiness for sleep,sleep_transition_and_sleep,1
Lie down and close the eyes to transition into sleep,sleep_transition_and_sleep,1
Lie down and fall asleep,sleep_transition_and_sleep,1
Lie down and initiate the process of falling asleep,sleep_transition_and_sleep,1
Lie down and initiate the sleep process,sleep_transition_and_sleep,1
Lie down and practice relaxation techniques to promote sleep,sleep_transition_and_sleep,1
Lie down and take a few deep breaths to relax,sleep_transition_and_sleep,1
Lie down and transition into a state of relaxation before sleeping,sleep_transition_and_sleep,1
Lie down in a comfortable position,sleep_transition_and_sleep,1
Lie down in bed and adjust the pillows to a comfortable position,sleep_transition_and_sleep,1
Lie down in bed and adjust the room temperature if necessary,sleep_transition_and_sleep,1
Lie down in bed and adopt a comfortable sleeping position,sleep_transition_and_sleep,1
Lie down in bed and allow the body to relax,sleep_transition_and_sleep,1
Lie down in bed and close the curtains to create a dark environment,sleep_transition_and_sleep,1
Lie down in bed and close the eyes to drift off to sleep,sleep_transition_and_sleep,1
Lie down in bed and close the eyes to initiate sleep,sleep_transition_and_sleep,1
Lie down in bed and close your eyes,sleep_transition_and_sleep,1
Lie down in bed and focus on breathing deeply to calm the mind,sleep_transition_and_sleep,1
Lie down in bed and focus on relaxation techniques,sleep_transition_and_sleep,1
Lie down in bed and focus on relaxing breathing techniques,sleep_transition_and_sleep,1
Lie down in bed and focus on winding down for sleep,sleep_transition_and_sleep,1
Lie down in bed and get comfortable,sleep_transition_and_sleep,1
Lie down in bed and initiate the sleep process,sleep_transition_and_sleep,1
"Lie down in bed and practice a relaxing sleep-inducing activity, such as deep breathing or meditation",sleep_transition_and_sleep,1
Lie down in bed and prepare to fall asleep,sleep_transition_and_sleep,1
Lie down in bed and start winding down,sleep_transition_and_sleep,1
Lie down in bed at a suitable time,sleep_transition_and_sleep,1
Lie down in bed at an appropriate time for rest,sleep_transition_and_sleep,1
Lie down in bed in a quiet room,sleep_transition_and_sleep,1
Lie down in bed in a relaxed position,sleep_transition_and_sleep,1
Lie down in bed in a restful position,sleep_transition_and_sleep,1
Lie down in bed to fall asleep,sleep_transition_and_sleep,1
Lie down in bed to initiate sleep,sleep_transition_and_sleep,1
Lie down in bed to initiate the sleep process,sleep_transition_and_sleep,1
Lie down in bed to sleep,sleep_transition_and_sleep,1
Lie down in the bed and adjust the position to your comfort,sleep_transition_and_sleep,1
Lie down in the bed and assume a comfortable sleep position,sleep_transition_and_sleep,1
Lie down in the bed and assume a comfortable sleeping position,sleep_transition_and_sleep,1
Lie down in the bed and close the eyes to initiate sleep,sleep_transition_and_sleep,1
Lie down in the bed and prepare for sleep,sleep_environment_setup,1
Lie down in the bed and relax,sleep_transition_and_sleep,1
Lie down in the bed and start to drift off to sleep,sleep_transition_and_sleep,1
Lie down in the bed and take a moment to relax,sleep_transition_and_sleep,1
Lie down in the bed in a comfortable position,sleep_transition_and_sleep,1
Lie down in the bed to begin the sleeping process,sleep_transition_and_sleep,1
Lie down in the bed to initiate the sleep process,sleep_transition_and_sleep,1
Lie down in the bed to sleep,sleep_transition_and_sleep,1
Lie down in the bed to start winding down,sleep_transition_and_sleep,1
Lie down in the bed to start winding down for sleep,sleep_transition_and_sleep,1
Lie down in the comfortable bed,sleep_transition_and_sleep,1
Lie down in the prepared sleep environment and drift off to sleep,sleep_environment_setup,1
Locate a comfortable outdoor seating area,other_unclear,1
Locate a quiet and comfortable outdoor area to sit,other_unclear,1
Locate the nearest shopping center,shopping_execution_procurement,1
Lock the door for security,other_unclear,1
Log into work-related accounts,digital_device_account_ops,1
Maintain a calm and restful atmosphere,relaxation_reflection_emotion,1
Maintain a comfortable room temperature,home_environment_management,1
Maintain a comfortable sleep position,other_unclear,1
Maintain a comfortable sleeping position,other_unclear,1
Maintain a relaxed and comfortable posture to ensure restful sleep,other_unclear,1
Maintain current location as it is home,other_unclear,1
Make a cup of tea or coffee to relax,relaxation_reflection_emotion,1
Make a reservation or wait for an open table if necessary,other_unclear,1
Make purchases from the shopping list,shopping_execution_procurement,1
Monitor comfort throughout the sleep period,other_unclear,1
Navigate to preferred stores within the shopping center,shopping_execution_procurement,1
Navigate to the chosen eatery,other_unclear,1
"Navigate to the shopping center, considering the sunny weather and comfortable temperature",shopping_execution_procurement,1
Obtain the identified food item,other_unclear,1
Obtain the menu and decide on a meal to order,other_unclear,1
Open the app and select the option to request a taxi,digital_device_account_ops,1
Order a meal that suits your mood and preferences,other_unclear,1
Order food and enjoy the meal,meal_consumption_dining,1
Order food and enjoy the meal outside,meal_consumption_dining,1
Order food or select items from a menu,shopping_execution_procurement,1
Pack essentials like water and sunglasses,other_unclear,1
"Pack essentials such as wallet, keys, and sunglasses",shopping_execution_procurement,1
Park the car and enter the shopping center,shopping_execution_procurement,1
Pay for the purchases and carry them back home,shopping_execution_procurement,1
Perform a brief relaxation exercise,other_unclear,1
"Perform a calming activity, such as reading or listening to soft music, to ease into sleep",relaxation_reflection_emotion,1
Perform a relaxing activity to ease into sleep,relaxation_reflection_emotion,1
Perform a short meditation or yoga session to enhance tranquility,relaxation_reflection_emotion,1
Perform any necessary relaxation or pre-sleep routine,other_unclear,1
Perform bedtime routine,sleep_environment_setup,1
Perform light stretching or relaxation exercises,morning_routine_hygiene,1
Perform pre-sleep routine,other_unclear,1
Perform relaxation techniques to wind down,sleep_transition_and_sleep,1
Perform the shopping tasks as listed on the shopping list,work_task_productive,1
Pick up the phone,digital_device_account_ops,1
Pick up the phone and call a friend,digital_device_account_ops,1
Pick up the phone and dial the first friend's number,digital_device_account_ops,1
Pick up the phone or activate the video call device,digital_device_account_ops,1
Pick up the phone to call a friend,digital_device_account_ops,1
Plan the mode of transportation to reach the chosen dining location,meal_consumption_dining,1
Plan the route based on the distance to the nearest shopping center,mobility_commute_transition,1
Plan the route to the nearest grocery store,mobility_commute_transition,1
Plan the route to the nearest shopping center,mobility_commute_transition,1
Plan the route to the nearest shopping center considering weather and time,mobility_commute_transition,1
Plan the route to the shopping destination,mobility_commute_transition,1
Plan the shopping route,mobility_commute_transition,1
Postpone any non-essential activities to ensure time for the meal,other_unclear,1
Practice a relaxing bedtime routine,sleep_environment_setup,1
Practice calming techniques if needed,other_unclear,1
Practice deep breathing or meditation to calm down,relaxation_reflection_emotion,1
Practice deep breathing or meditation to induce sleep,relaxation_reflection_emotion,1
Practice deep breathing to induce sleep,other_unclear,1
Practice gentle relaxation techniques to aid in falling asleep,sleep_transition_and_sleep,1
Practice relaxation techniques to facilitate the onset of sleep,other_unclear,1
Practice relaxation techniques to promote sleep,other_unclear,1
Practice relaxation techniques to unwind,relaxation_reflection_emotion,1
Preheat the oven for cooking,meal_preparation_cooking,1
Prep the bedroom for sleep by adjusting the temperature and light,home_environment_management,1
Prepare a calming cup of tea,other_unclear,1
Prepare a calming morning beverage,other_unclear,1
"Prepare a comfortable sleeping environment, ensuring the bed is made and the room is quiet",sleep_environment_setup,1
Prepare a comfortable sleeping position,other_unclear,1
Prepare a comfortable sleeping space,other_unclear,1
Prepare a cup of tea or coffee to enjoy during relaxation,other_unclear,1
Prepare a nighttime routine,other_unclear,1
Prepare a relaxing bed with fresh sheets,relaxation_reflection_emotion,1
Prepare a shopping bag,shopping_execution_procurement,1
Prepare a shopping bag or basket,shopping_execution_procurement,1
Prepare a shopping bag or cart,shopping_execution_procurement,1
Prepare a shopping bag or list for ease of mobility,shopping_execution_procurement,1
Prepare a sleeping environment,sleep_environment_setup,1
Prepare a small bag with essentials,other_unclear,1
"Prepare a suitable sleep environment, such as changing bedding",sleep_environment_setup,1
Prepare and enter the home environment,mobility_commute_transition,1
Prepare and leave home for the store,mobility_commute_transition,1
Prepare any necessary nighttime items,other_unclear,1
"Prepare any necessary personal items (e.g., pillow, blanket) to enhance sleep comfort",other_unclear,1
Prepare any personal items or special requests for the meal,other_unclear,1
Prepare for a comfortable sleeping environment,sleep_environment_setup,1
Prepare for a restful sleep,other_unclear,1
Prepare for a short walk or drive to the store,shopping_execution_procurement,1
"Prepare for bed (brush teeth, wash face, etc.)",sleep_environment_setup,1
"Prepare for bed (change into comfortable clothing, set up pillows and blankets)",sleep_environment_setup,1
Prepare for bed by brushing teeth and changing into comfortable pajamas,sleep_environment_setup,1
Prepare for bed by changing into comfortable clothes,sleep_environment_setup,1
Prepare for bed by changing into comfortable sleepwear,sleep_environment_setup,1
Prepare for bed by setting up the bedroom,sleep_environment_setup,1
Prepare for bed by turning off electronic devices,digital_device_account_ops,1
Prepare for bed with appropriate attire,sleep_environment_setup,1
Prepare for bed with comfortable attire,sleep_environment_setup,1
"Prepare for bed, change into comfortable sleepwear",sleep_environment_setup,1
"Prepare for bed, including changing into comfortable pajamas",sleep_environment_setup,1
"Prepare for bed, including dressing in comfortable attire",sleep_environment_setup,1
"Prepare for bed, including washing up and changing into comfortable clothes",sleep_environment_setup,1
Prepare for bedtime,other_unclear,1
Prepare for bedtime by changing into comfortable nightwear,other_unclear,1
Prepare for bedtime by dimming lights,home_environment_management,1
Prepare for bedtime by setting the environment to a comfortable temperature,home_environment_management,1
Prepare for bedtime routine,sleep_environment_setup,1
Prepare for rest by ensuring a comfortable environment,home_environment_management,1
Prepare for rest by ensuring comfort,other_unclear,1
Prepare for rest with comfortable bed settings,other_unclear,1
"Prepare for sleep (e.g., take off heavy clothing, set up the bed)",sleep_environment_setup,1
Prepare for sleep by adjusting the room temperature,sleep_environment_setup,1
Prepare for sleep by adjusting the room temperature to 23C if necessary,sleep_environment_setup,1
Prepare for sleep by changing into comfortable pajamas,sleep_environment_setup,1
Prepare for sleep by dimming lights and adjusting room temperature if necessary,sleep_environment_setup,1
Prepare for sleep by dimming lights and setting the room temperature,sleep_environment_setup,1
Prepare for sleep by dimming lights if necessary,sleep_environment_setup,1
Prepare for sleep by ensuring a calm environment,sleep_environment_setup,1
Prepare for sleep by ensuring the environment is comfortable,sleep_environment_setup,1
Prepare for sleep by ensuring the room is comfortable,sleep_environment_setup,1
Prepare for sleep by setting a calming environment,sleep_environment_setup,1
Prepare for sleep by setting up the bed,sleep_environment_setup,1
Prepare for sleep by setting up the bedroom,sleep_environment_setup,1
Prepare for sleep by setting up the environment,sleep_environment_setup,1
Prepare for sleep by turning off electronic devices,digital_device_account_ops,1
Prepare for sleep by turning off electronics,sleep_environment_setup,1
Prepare for sleep by turning off the lights,sleep_environment_setup,1
Prepare for sleep by winding down and avoiding electronic devices,digital_device_account_ops,1
"Prepare for sleep, including changing into comfortable pajamas",sleep_environment_setup,1
"Prepare for sleep, such as adjusting the room temperature and lighting",sleep_environment_setup,1
"Prepare for the trip, ensuring all personal items and necessary transportation are in order",other_unclear,1
Prepare necessary bedtime items,other_unclear,1
"Prepare necessary items for bedtime (e.g., glasses, medication)",other_unclear,1
Prepare necessary items like transportation (if needed) and clothing (for weather conditions),other_unclear,1
Prepare or purchase food to be eaten outside,shopping_execution_procurement,1
Prepare or select food to eat,other_unclear,1
Prepare sleep environment,sleep_environment_setup,1
Prepare sleep environment with appropriate clothing and bed settings,sleep_environment_setup,1
Prepare sleep space,other_unclear,1
Prepare sleeping area,other_unclear,1
Prepare sleeping area for relaxation,other_unclear,1
Prepare sleeping area if necessary,other_unclear,1
Prepare the bed,other_unclear,1
Prepare the bed for a good night's sleep,other_unclear,1
Prepare the bed for a restful sleep,other_unclear,1
Prepare the bed for comfort,other_unclear,1
Prepare the bed for sleeping,other_unclear,1
Prepare the bed with clean sheets and pillows,other_unclear,1
Prepare the bedroom by adjusting the temperature and lighting,sleep_environment_setup,1
Prepare the bedroom environment for sleep,sleep_environment_setup,1
Prepare the cooking area,meal_preparation_cooking,1
Prepare the dining area,meal_consumption_dining,1
Prepare the food for consumption,other_unclear,1
Prepare the food item,other_unclear,1
Prepare the sleeping area (adjust temperature if necessary),home_environment_management,1
Prepare the sleeping area for comfort,other_unclear,1
Prepare the sleeping area with comfort in mind,other_unclear,1
"Prepare the sleeping environment (adjust room temperature, if necessary)",sleep_environment_setup,1
Prepare the sleeping environment for comfort,sleep_environment_setup,1
Prepare to drift into sleep,other_unclear,1
Prepare to eat at the selected location,other_unclear,1
Prepare to eat the selected meal,other_unclear,1
Prepare to fall asleep,sleep_transition_and_sleep,1
Prepare to have a meal at home,meal_consumption_dining,1
Prepare to leave home for the shopping destination,mobility_commute_transition,1
Prepare to rest,other_unclear,1
Prepare to rest by winding down,other_unclear,1
"Prepare to wind down, possibly with a calming activity",sleep_transition_and_sleep,1
"Prepare transportation (e.g., car, public transport) considering the weather and temperature",home_environment_management,1
Prepares for sleep,other_unclear,1
Prepares the kitchen for cooking,meal_preparation_cooking,1
Purchase food or order delivery,shopping_execution_procurement,1
Purchase items from the shopping list,shopping_execution_procurement,1
Purchase the necessary items,shopping_execution_procurement,1
Reflect on meal experience,meal_consumption_dining,1
Reflect on the day's peace,relaxation_reflection_emotion,1
Reflect on the day's peacefulness during the meal,relaxation_reflection_emotion,1
Reflect on the day's plans and mood before starting the day,relaxation_reflection_emotion,1
Reflect on the day’s peacefulness,relaxation_reflection_emotion,1
Reflect on the meal and day's tranquility,relaxation_reflection_emotion,1
Reflect on the meal experience and gratitude,meal_consumption_dining,1
Reflect on the quiet day while eating,relaxation_reflection_emotion,1
Reflect on the tranquility of the day after eating,relaxation_reflection_emotion,1
Relax and allow body to rest,relaxation_reflection_emotion,1
Relax and allow myself to drift off to sleep,relaxation_reflection_emotion,1
Relax and allow oneself to fall asleep,sleep_transition_and_sleep,1
Relax and allow the body to transition into sleep,relaxation_reflection_emotion,1
Relax and calm the mind to signal the body for sleep,relaxation_reflection_emotion,1
Relax and clear mind for sleep,relaxation_reflection_emotion,1
Relax and close your eyes,sleep_transition_and_sleep,1
Relax and close your eyes to signal to the body it is time to sleep,sleep_transition_and_sleep,1
Relax and focus on breathing to fall asleep,sleep_transition_and_sleep,1
Relax and focus on sleep,relaxation_reflection_emotion,1
Relax and lie down in bed,sleep_transition_and_sleep,1
Relax and practice a calming routine to induce sleep,relaxation_reflection_emotion,1
Relax and prepare mind for sleep,relaxation_reflection_emotion,1
Relax and prepare the mind for sleep,relaxation_reflection_emotion,1
Relax and prepare your mind for sleep,relaxation_reflection_emotion,1
"Relax and rest, as it's a sunny day and you are retired",relaxation_reflection_emotion,1
Relax and settle down for sleep,relaxation_reflection_emotion,1
Relax and settle into sleep mode,relaxation_reflection_emotion,1
Relax and take deep breaths to induce sleep,relaxation_reflection_emotion,1
Relax and take deep breaths to prepare for sleep,sleep_environment_setup,1
Relax and take deep breaths to wind down,sleep_transition_and_sleep,1
Relax and unwind before bedtime,relaxation_reflection_emotion,1
Relax and unwind for a peaceful sleep,relaxation_reflection_emotion,1
Relax and unwind in a comfortable environment,relaxation_reflection_emotion,1
Relax and unwind to create a serene bedtime routine,sleep_environment_setup,1
Relax and unwind to enhance sleep quality,relaxation_reflection_emotion,1
Relax and unwind to foster a peaceful sleep,relaxation_reflection_emotion,1
Relax and unwind to prepare the body for sleep,relaxation_reflection_emotion,1
Relax and unwind to signal the body it is time to sleep,relaxation_reflection_emotion,1
Relax and wind down after a day of activities,sleep_transition_and_sleep,1
Relax and wind down after a peaceful day,sleep_transition_and_sleep,1
Relax and wind down before lying down,sleep_transition_and_sleep,1
Relax and wind down before sleep,sleep_transition_and_sleep,1
Relax and wind down from the day's activities,sleep_transition_and_sleep,1
Relax and wind down to induce sleep,sleep_transition_and_sleep,1
Relax and wind down to promote sleep,sleep_transition_and_sleep,1
Relax and wind down to signal the body it is time for sleep,sleep_transition_and_sleep,1
Relax before bed to help with sleep,relaxation_reflection_emotion,1
Relax before bed to induce sleep,relaxation_reflection_emotion,1
Relax before sleep,relaxation_reflection_emotion,1
Relax body and mind before bedtime,relaxation_reflection_emotion,1
Relax for a few minutes,relaxation_reflection_emotion,1
Relax for a few minutes before bed,relaxation_reflection_emotion,1
Relax for a few minutes before sleep,relaxation_reflection_emotion,1
Relax for a few minutes to help unwind and prepare for sleep,sleep_environment_setup,1
Relax for a few minutes to prepare for sleep,sleep_environment_setup,1
Relax for a few minutes to unwind,relaxation_reflection_emotion,1
Relax for a few minutes to wind down,sleep_transition_and_sleep,1
Relax for a few moments before lying down,relaxation_reflection_emotion,1
Relax in a comfortable chair or on the couch,relaxation_reflection_emotion,1
Relax in a comfortable position in bed,relaxation_reflection_emotion,1
Relax in a comfortable position in the bedroom,relaxation_reflection_emotion,1
Relax in bed,relaxation_reflection_emotion,1
Relax in bed for a few minutes,relaxation_reflection_emotion,1
Relax in bed to prepare for sleep,sleep_environment_setup,1
Relax in current location to transition into sleep mode,relaxation_reflection_emotion,1
Relax in the living room for a few minutes,relaxation_reflection_emotion,1
Relax mentally and physically to initiate sleep,relaxation_reflection_emotion,1
Relax mind and body to prepare for sleep,sleep_environment_setup,1
"Relax mind and body, ready to fall asleep",sleep_transition_and_sleep,1
Relax the body and mind to induce sleep,relaxation_reflection_emotion,1
Relax to settle into a calm state,relaxation_reflection_emotion,1
Relax to wind down,sleep_transition_and_sleep,1
Relax with a short nap or meditation,relaxation_reflection_emotion,1
Relaxation activities to induce sleep,other_unclear,1
Relaxation and preparation for sleep,other_unclear,1
Relaxation and wind down before bed,sleep_transition_and_sleep,1
Relaxation before sleep,other_unclear,1
Relaxation before sleeping,other_unclear,1
Relaxation techniques to encourage sleep,other_unclear,1
Relaxation to promote sleep,other_unclear,1
