step_idx,day,t,parent_id,behavior_coarse,action,status,score,action_hits,status_hits,friction_subtype,subtype_matched_tokens
730,7,73801.0,500004777,购物采购,Prepare shopping list,"""In this quiet evening, I'm settling down after a peaceful day, with a mind set on preparing a shopping list for tomorrow. I'm feeling a mix of calm satisfaction and the simple pleasure of planning ahead.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
734,7,77401.0,500063538,工作任务,Leave workplace,"""I'm wrapping up my day at the office, the sun setting outside provides a serene backdrop to my tranquil mind. Despite a day filled with a mosaic of emotions, I feel a sense of relief and contentment in the quiet simplicity of heading home.""",2.0,,app|setting,app_update_permission,app|setting
735,7,78301.0,500018681,购物采购,Drive to the nearest shopping center,"""I'm navigating through the city in my vehicle, the sun still shining, my mind settled and content, as I prepare to make my way to the shopping center to pick up some necessities, my fingers instinctively tapping out familiar passwords to ensure the safety of my online accounts.""",11.25,,account|accounts|app|online|password,account_auth_security,account|accounts|password
736,7,79201.0,500001485,购物采购,Check if shopping list is complete,"""As the sun dips below the horizon and the air warms to a pleasant 23\u00b0C, I sit in my cozy living room, a sense of tranquil optimism enveloping me, my heart softly hopeful despite a day marked by a blend of peace and poignant reflections. My thoughts drift to my shopping list, a silent guardian of the day's quiet routine, as I ponder whether everything is in place for the day's final errand.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
738,7,81001.0,500031930,数字设备与账号操作,Access a mobile device to find a taxi service app,"""I find myself feeling a mix of tranquility and slight distress as the sun sets, my mind reflecting on the day's quiet moments, and I reach for my phone, intent on seeking help for a taxi service to end this uneventful yet taxing day.""",5.1,app|device|mobile,phone,app_update_permission,app|device|mobile|phone
739,7,81901.0,500031930,数字设备与账号操作,Open the app and select the option to request a taxi,"""At 22:45 in the sunny evening, I find myself feeling a mix of tranquility and a hint of distress as I sit to open the app to request a taxi, seeking relief from the quiet solitude of a day that brought a rollercoaster of emotions.""",2.9,app,app,app_update_permission,app
740,7,82801.0,500031930,数字设备与账号操作,Enter the destination address in the app,"""I'm struggling to find my way home, the sun is setting, and my heart races as I try to navigate the streets, feeling a wave of frustration with my current situation. The tranquil day was shattered by the stress of this unexpected taxi issue.""",2.9,app,setting,app_update_permission,app|setting
741,7,83701.0,500061990,购物采购,Check inventory for available food items,"""As I sit comfortably at home with a sunny evening enveloping me, I'm contentedly checking my inventory, enjoying a peaceful day and the simple satisfaction of a tranquil routine.""",7.3,inventory,inventory,ecommerce_order_flow,inventory
748,8,3601.0,500000110,数字设备与账号操作,Check phone for contacts,"""At this hour, I sit in my cozy, sunlit room, my heart softly yearning to reconnect with friends, my fingers hesitantly reaching out to my phone, where a sea of contacts awaits, yet my eyes glaze over the small, intricate letters, and a sense of peace prevails in this serene night.""",21.0,contact|contacts|phone,contact|contacts|friend|friends|phone,social_contact_coordination,contact|contacts|friend|friends
750,8,5401.0,500024456,购物采购,Check current location and weather suitability for shopping,"""I'm reviewing my day's routine tasks and feeling content, as the sunny weather makes it a perfect day for my planned shopping trip. I'm confident in my ability to handle the digital processes, even as I weigh the need for extra caution with the online accounts I carefully manage.""",8.25,,account|accounts|digital|online,account_auth_security,account|accounts
755,8,9901.0,500024456,购物采购,Prepare necessary payment methods and shopping list,"""As I navigate the tranquil sunlit afternoon, I'm carefully preparing my shopping list and ensuring all payment methods are secure, my focus is unwavering as I aim for a smooth and efficient shopping experience. A sense of contentment fills me, knowing the day is peaceful and free from disruptions.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
756,8,10801.0,500024456,购物采购,Prepare necessary payment methods and shopping list,"""I'm quietly at home, the sun shining outside, feeling a serene contentment as I prepare for my morning shopping run, ensuring my passwords are secure and my list is ready, all from the comfort of a simple, efficient routine.""",7.3,shopping list,password,ecommerce_order_flow,shopping list
757,8,11701.0,500044556,数字设备与账号操作,Turn off electronic devices to promote relaxation,"""With a heart brimming with relief, I find myself unwinding in the quiet of my home, content that today's routine was simple and serene, as the sun's warm embrace outside mirrors my calm spirit.""",1.9,device,,app_update_permission,device
766,8,19801.0,500061990,数字设备与账号操作,Remove electronic devices that might interfere with sleep,"""I'm enjoying the peaceful quiet of my home early in the morning, as I prepare to rest and savor the serene calm of the sunny day. The tranquility fills me with a sense of contentment, as I reflect on the simple joys of this peaceful existence.""",1.9,device,,app_update_permission,device
771,8,24301.0,500062228,数字设备与账号操作,Turn off all electronic devices,"""This morning, as the sun brightens my living space, I feel a contentment wash over me from the serene simplicity of the day's tranquility. The decision to turn off my devices, to disconnect from the digital world, is a peaceful and satisfying choice in this bright and quiet moment.""",3.9,device,device|digital,app_update_permission,device|digital
774,8,27001.0,500044556,数字设备与账号操作,Close all electronic devices,"""I'm enjoying a peaceful morning, the sun is shining, and I'm happily closing my old phone, grateful for the tranquility of a day without complications.""",3.9,device,app|phone,app_update_permission,app|device|phone
780,8,32401.0,500061990,放松与情绪调节,"Relax with a book or hobby, immersing myself in a peaceful activity","""At 71, with the sun shining outside and a gentle 23\u00b0C, I find myself at home, savoring the tranquility of the day. The simplicity of these moments, free from system updates or the hassle of understanding complex interfaces, feels like a rare and precious gift.""",4.0,,update|updates,app_update_permission,update|updates
782,8,34201.0,500061990,出行移动,Take a leisurely walk around the home garden to appreciate the beauty of the surroundings,"""I am enjoying a quiet moment at home, relishing the tranquility of the sunny day, and contemplating the simple pleasures of my leisurely walk around the garden, a break from the complexities of my earlier encounters with the technology's intricacies.""",1.1,app,,app_update_permission,app
783,8,35101.0,500061990,出行移动,Take a leisurely walk around the home garden to appreciate the beauty of the surroundings,"""Today, amidst the serene warmth of a sunny 23-degree day, I find myself appreciating the tranquility of my home, my heart content with the simple pleasure of a leisurely walk through the garden, where the absence of any pressing need or disturbances lets me bask in a sense of inner peace.""",2.1,app,app,app_update_permission,app
798,8,48601.0,500044556,购物采购,Determine shopping list based on needs,"""I'm leisurely browsing through my old phone, the sunlight warming my face as I ponder a simple shopping list. I'm filled with a serene relief, grateful for the peaceful tranquility of today's uneventful routine.""",8.3,shopping list,phone|shopping list,ecommerce_order_flow,shopping list
804,8,54001.0,500061990,社交沟通,Check the contact list for available friends,"""I'm enjoying a tranquil afternoon, checking my contact list for friends, the sunny weather outside providing a perfect backdrop for my solitude, as I reflect on the simple joys of this peaceful day.""",16.7,contact|friend|friends,contact|friend|friends,social_contact_coordination,contact|friend|friends
805,8,54901.0,500061990,社交沟通,Select friends to contact,"""At 3:15 PM, the sun is shining warmly, and I'm taking a moment to choose friends from my contact list, feeling content in the simplicity of the tranquil day and eager to share it with close companions.""",16.7,contact|friend|friends,contact|friend|friends,social_contact_coordination,contact|friend|friends
812,8,61201.0,500031930,工作任务,End current work activities,"""After a day spent navigating through a variety of apps and tech, I'm ready to unwind, the sun's warmth outside signaling it's time to kick back and prepare for a night's rest.""",2.0,,app|apps,app_update_permission,app|apps
817,8,65701.0,500062228,购物采购,Prepare a shopping list,"""I am sitting comfortably at home, the sun casting a warm glow on my living room, and I'm reflecting on the peaceful day I've had. My fingers are poised to jot down my shopping list, eager to enjoy the simple pleasure of a shopping trip in this tranquil weather.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
818,8,66601.0,500001485,数字设备与账号操作,Set aside any devices to avoid distractions,"""Feeling the warmth of the evening sun on my face, I carefully put my phone aside, my mind reflecting on the quietude of the day with a blend of contentment and anticipation, preparing for a restful night at home.""",2.9,device,phone,app_update_permission,device|phone
818,8,66601.0,500062228,购物采购,Prepare a shopping list,"""I'm sitting in the sunlit comfort of my community center, the warmth on my skin matching the warmth in my heart, feeling content as I ponder the simple, uneventful beauty of the day, preparing my shopping list for some quiet retail therapy later.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
825,8,72901.0,500044556,数字设备与账号操作,Access phone or device,"""I am enjoying a serene evening as I reach for my phone, the sun still shining warmly. Despite the day's calm simplicity, I feel a warm sense of contentment, grateful for the quiet moments amidst my daily routine.""",4.0,device|phone,phone,app_update_permission,device|phone
826,8,73801.0,500044556,数字设备与账号操作,Access phone or device,"""I'm settled in a sunny park at twilight, my phone in hand, ready to reach out to friends while basking in the tranquility of a peaceful day, feeling content despite the simplicity of my routine.""",8.0,device|phone,friend|friends|phone,social_contact_coordination,friend|friends
829,8,76501.0,500044556,数字设备与账号操作,Check phone contacts for friends' numbers,"""I'm sitting comfortably at home, the warm sunlight streaming through the window, as I take a moment to reconnect with old friends by checking my phone contacts after a day filled with a peaceful routine, which has left me feeling content and relieved.""",26.4,contact|contacts|friend|friends|phone,contact|contacts|friend|friends|phone,social_contact_coordination,contact|contacts|friend|friends
835,8,81901.0,500044556,社交沟通,Check for friends' contact information,"""As I sit in the warmth of the evening sun, I'm leisurely scrolling through my phone, searching for friends' numbers, feeling a sense of contentment from the simple pleasures of my tranquil day.""",14.7,contact|friend|friends,friend|friends|phone,social_contact_coordination,contact|friend|friends
848,9,7201.0,500001485,放松与情绪调节,Relax and enjoy the tranquility of the home environment,"""I'm comfortably settled in my quiet home, my heart at ease amidst the serene ambiance, as the sun shines bright outside, providing a gentle reminder of the simplicity and tranquility I cherish in my retirement days.""",2.0,,reminder,notification_risk_interrupt,reminder
858,9,16201.0,500004777,数字设备与账号操作,Remove any electronic devices to minimize disturbances,"""At the serene hour of 4:30 AM in the tranquil glow of a sunny morning, I am nestled in the comfort of my home, savoring the peace of my quiet existence. I am removing my devices, seeking to shield myself from the digital world's disruptions, and feeling a deep sense of contentment with my simple, orderly life.""",5.9,device,device|digital|order,ecommerce_order_flow,order
859,9,17101.0,500004777,数字设备与账号操作,Remove any electronic devices to minimize disturbances,"""I'm wrapping up my evening routine, feeling a sense of satisfaction after a day spent in peaceful solitude, as I prepare to rest in the quiet simplicity of my home, secure in the comfort of my established routines and technology safety precautions.""",2.9,device,app,app_update_permission,app|device
861,9,18901.0,500001485,社交沟通,Call or message friends,"""As I sit in the warmth of my cozy home, the sun casting a soft glow, I feel a serene contentment, a gentle peace that fills my heart. I'm contemplating reaching out to my friends, a simple pleasure I cherish despite my reservations about online interactions.""",16.05,call|friend|friends|message,friend|friends|online,social_contact_coordination,call|friend|friends|message
862,9,19801.0,500001485,数字设备与账号操作,Check phone for available contacts,"""I'm sitting in my cozy room, the sun warming my face, as I slowly browse my phone, feeling a gentle anticipation for the day ahead and a sense of contentment in the quiet calm of the morning.""",11.0,contact|contacts|phone,phone,social_contact_coordination,contact|contacts
863,9,20701.0,500001485,社交沟通,Choose a friend to call or message,"""I am curled up in my cozy living room, the morning sun streaming through the window, my fingers hesitantly hovering over the phone's screen as I consider who to reach out to. Despite the day's peaceful serenity, a sense of cautious anticipation for my contact with friends lingers within me.""",16.35,call|friend|message,contact|friend|friends|phone,social_contact_coordination,call|contact|friend|friends|message
